symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"QUEEF","J4fBGnnordfPnodEHpBDLWJsjBFiGjTnVu8QDBsspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27e-7","","","","","","2026-07-11T21:05:23.024Z",""
"100X","DZjfp2dn7z3quB8mwAmqJAnk2dGBNf1cy9dwfYzkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.562e-7","","","","","","2026-07-11T21:05:24.085Z",""
"BOO","HaWcbDEGmPtHwpyWMwSKDe3nakoEg7uWUBPKMWhopump","68","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001762","","","","","","","2026-07-11T21:06:21.021Z","","","","","",""
"EGGI","4ckVeyqQF6mUk4r6mWxGDC6hXE2Adk11wSgWpSMWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.524e-7","","","","","","2026-07-11T21:06:22.011Z",""
"JESSE","FHZhWiBe5rBMSALtTWXPvzw3g13vuqGQtVN7KXUTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.563e-7","","","","","","2026-07-11T21:06:23.080Z",""
"bullish","qQu3YhVPyRMjjnXTKxDt5UEGv8xjMBZfiHEdPSdpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002603","","","","","","","2026-07-11T21:06:24.024Z","","","","","",""
"JESSE","79dhX4iwe93kF7Goyf8DLwD5gZj9GiuUwumu4CXnpump","89","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002575","","","","","","","2026-07-11T21:07:21.025Z","","","","","",""
"Horns","6E9LqtCBr3NSASrWKtUkpCapUmiHNQ7KrVv7WWsxpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-11T21:07:22.099Z","","","","","",""
"SOLBULL","7h2zCpUQaoJ3BuyAKB5H6LnvKmzTaFYC9PKm3RaLpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002292","","","","","","","2026-07-11T21:07:24.022Z","","","","","",""
"530A","fyAXiv4ErbA1VMnkdiqKtZuEXALQ41bjWqWX1PCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.634e-7","","","","","","2026-07-11T21:08:21.015Z",""
"BANKIN","DusVzkLdU1QQYNQCCCi8nS7GTLbbMGxMeFAEWvpNpump","75","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002277","","","","","","","2026-07-11T21:08:22.023Z","","","","","",""
"HIC","HZJAkf1BXiwsPpfMVasGQ1CkEyFJTWhgereDZKyGpump","60","2.469135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003252","","","","","","","2026-07-11T21:08:23.034Z","","","","","",""
"PUMP","AbEb4nHR7XMy1HqEuThmF2yNB7gdRG6jE3mcaqBupump","74","6.460001398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002245","","","","","","","2026-07-11T21:08:24.008Z","","","","","",""
"BOYLET","GFkmRL2EqBjqzcNQMLLdMBBq88TmxkrCeKu42qgHpump","61","2.62222222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-11T21:09:21.008Z","","","","","",""
"JESSE","A5YwMWNzG9yyC9cTi62n2gNTpsZyg334dopjxD7Cpump","84","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005676","","","","","","","2026-07-11T21:09:22.028Z","","","","","",""
"QUAD","9jSxUPpJjNJBeGwXrTH1wYAAJZEpBPNJSkcQEcPapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.994e-7","","","","","","2026-07-11T21:09:23.295Z",""
"JACEW","B6k9DL1Za996fbMkPMAPLA7KSEkWerkX4TqrgSHvpump","72","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003201","","","","","","","2026-07-11T21:09:23.546Z","","","","","",""
"Diva","BksoAUshsMPuekzXyk87ihBL1Qp9hB6nyvzXLHb1pump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002704","","","","","","","2026-07-11T21:10:21.019Z","","","","","",""
"GHOST","Ao2qmZbyqq6PoNgLYzuBQw5HtxAtfBvY7GCySc4gpump","65","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004453","","","","","","","2026-07-11T21:10:22.036Z","","","","","",""
"KNOWN","DU853x8xFf9pXym2ESSWf9iPJawwTBbEEQNXAauWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000151","","","","","","2026-07-11T21:10:23.016Z",""
"MayhemWar","HCDhdxqnfC6aZr632pB5Smt6TEyakTXBJ1e4cr9gpump","80","1.48148148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002453","","","","","","","2026-07-11T21:10:24.036Z","","","","","",""
"TWEAK","B7ua7E6Gqrc1HVjGod2nfPCr7UwpVDrMqLAosSszpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.546e-7","","","","","","2026-07-11T21:11:21.021Z",""
"HORSE","DheXfnLWkxNNLaru6daB72NB8TH2jm5bAXgyt6Qopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.011e-7","","","","","","2026-07-11T21:11:22.010Z",""
"risk","64hM79u5WHFyHn8qjV9nt1hdiaW23bJ5hXutnXthpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.542e-7","","","","","","2026-07-11T21:11:23.016Z",""
"HORSE","3edobWmzMxAP5CykGDiwRHcujqiPkPq57MqPoKctpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.93e-8","","","","","","2026-07-11T21:11:24.074Z",""
"BB","9Y4WyuQfFWBPycKCbrfBABbpGzf5wuAEY8drvusipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.319e-7","","","","","","2026-07-11T21:12:21.025Z",""
"BULLISH","EdnGFkbC33QpNyDaKEbU612YTqSvsqcUBcDF1mUupump","60","2.548148146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001223","","","","","","","2026-07-11T21:12:22.026Z","","","","","",""
"JESSE","7KRwobxhfsyFVMnhBrJd6rtyB5jpQQg7xaKqgGwJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.568e-7","","","","","","2026-07-11T21:12:23.015Z",""
"CPCR","3aKaVq3ezB7iJLi7CVAic6dwgZdGEQ9VDEpK1AKMpump","69","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003638","","","","","","","2026-07-11T21:12:24.030Z","","","","","",""
"Bleood","G1uCQ6XC73zYKqzLxJVRtMoYLiDUDX7EPPK8C5LVpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-11T21:13:21.009Z","","","","","",""
"CPCR","7wxrEngkL2tWP33ujX2FHME19QmSdmbRhC84ozYgpump","65","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003834","","","","","","","2026-07-11T21:13:22.033Z","","","","","",""
"FLAME","4LWo9oaeh3Lz678KuUdkbd4mQtpMgASYCdkVqeKLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001347","","","","","","2026-07-11T21:13:23.039Z",""
"ROID","4H7Y3YPSGaaKJnpLPdCXd8VdszWkCwn6EaFB39fTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.811e-7","","","","","","2026-07-11T21:13:24.027Z",""
"CAP","2bk1rzrwu2ZVZSdayAASfE5otet8nL5J4ZiBKk7Npump","65","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002934","","","","","","","2026-07-11T21:14:22.019Z","","","","","",""
"Catalyst","E1nkHVfM4hgDB9PYpdkL8iFw5cBwjfBvYnBYr94mpump","71","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003131","","","","","","","2026-07-11T21:14:23.028Z","","","","","",""
"CPCR","96tDZmBUxMa6Gdp63dhyxba9YVoUzXzuRWiZ8C2Npump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.06e-8","","","","","","2026-07-11T21:14:24.024Z",""
"HAM","Gsre3evAaFN1bJgsPhxHF1Hamjjs1chQmyLUdhMXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001","","","","","","2026-07-11T21:15:21.006Z",""
"CHAPPY","CE2KHQhLPbNNHa7ZjkRPyZ3tvTvzjwjNqfXtWE1fSb4C","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-11T21:15:22.032Z","","","","","",""
"RM","yw85D8L7JeZhMsaDB8c57nE2caZfrUCZhEr2Vfepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.707e-7","","","","","","2026-07-11T21:15:23.038Z",""
"CPCR","GjTUoKgxWQzEbQgGRNtEF9o9RzWxPGkuiXax6efLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.285e-7","","","","","","2026-07-11T21:15:24.033Z",""
"rohu","CPmF4VjDpSGqZdnj3s8qJdhKhGnyHhQ3jAf4CkrCpump","72","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007972","","","","","","","2026-07-11T21:16:21.080Z","","","","","",""
"PEPE","BDWuht5wJdNpkDKBMnG67b2bFJAFStPQcQK4tTrRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.004e-7","","","","","","2026-07-11T21:16:22.027Z",""
"BULLCAT","3Kxdvo7QXDCcW4Y9MshzgvRvNS8pcWNw9m69W3e6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.319e-7","","","","","","2026-07-11T21:16:23.024Z",""
"PEPE","4bk2oJ81oJpreUL1kU5ZTbJrmzvir8R3RY6Km1kepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.674e-7","","","","","","2026-07-11T21:16:24.010Z",""
"USDUC","43FJFnBqmAt6mUzdHZwDrNoXefutdYFB5dMvJFDtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001449","","","","","","2026-07-11T21:17:20.015Z",""
"JEWBOT","FQ2jAYtRgNRSFbMEC4aA4T9YDkdLhxdaPUXRALhypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001218","","","","","","2026-07-11T21:17:21.032Z",""
"BULLSTER","9nEm4JaEh1mkqqvy1uH5h26pkhEX6S9bCkhPBEAUpump","65","3.422222221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003219","","","","","","","2026-07-11T21:17:22.019Z","","","","","",""
"CPCR","2tDKy7KyMZS9bTvHyMAmtAkGvpYUzW3HkzrXe5Dfpump","65","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003773","","","","","","","2026-07-11T21:18:20.042Z","","","","","",""
"PLEPE","HqFvJxvamn4u4hVUaE5VAvTQq9grQnjo5h9Mr2V2pump","74","0.170000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003112","","","","","","","2026-07-11T21:18:21.159Z","","","","","",""
"USDUC","97QikzNGm1bpWqFnQDToFaBgz1dC5TquJvJbXa3Vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000107","","","","","","2026-07-11T21:18:22.012Z",""
"CHARITY","rox4eoXT3KTyL4gbqzmU5TFyjpEnh1QP2tY3CGppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.362e-7","","","","","","2026-07-11T21:19:19.998Z",""
"CPCR","2vkn6zxXdmveacZZqPasckUVeW3xoQhnQfrNnJ39pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000113","","","","","","2026-07-11T21:19:21.020Z",""
"febull","DSbg8GznTeHNWnkeQ19Ee4Hze7EU5CwK2UosMALopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.637e-7","","","","","","2026-07-11T21:19:22.008Z",""
"S&P500","AanaSwA7JYhguYVZXpMdyma9evWvcAvNcYpM8cdApump","63","2.933333332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-11T21:20:19.059Z","","","","","",""
"ape","E3t1fJWcBzxXCt6aQU6oHckeqWXtwA5jv44wwvQjpump","62","2.765432097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002231","","","","","","","2026-07-11T21:20:20.015Z","","","","","",""
"MH","EKVXsBA3PcKMZ5zsvFWnXm2AZB11gkNhHdsXT3xBpump","63","2.931358022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000235","","","","","","","2026-07-11T21:21:20.016Z","","","","","",""
"DEAR","52Kj7eMFQcPJZkdHRV2sShWJkXFmyDpMGyMkXsoBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001683","","","","","","2026-07-11T21:21:22.048Z",""
"BCAT","Tt3RccrMZNmSVBgadpScVAMwmR3v55syKWKRZGQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.465e-7","","","","","","2026-07-11T21:21:24.031Z",""
"PUMPOORS","ELLANt55CBpCDy839BJiUGg4dbPp5gTD3ErsUXLHpump","75","6.870001503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002265","","","","","","0.000002244","2026-07-11T21:22:19.975Z","","","","","2026-07-11T21:26:17.098Z",""
"$CHU","5JmbPU14URdoQ9MtdNpPhrEzuHxZnKo2AyfuHys9pump","66","0.110000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001426","","","","","","","2026-07-11T21:22:21.029Z","","","","","",""
"microcap","HHazR5i7GtfWicEP4rfGQZE2N9LKfW4HJRsKKzZWpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003457","","","","","","","2026-07-11T21:22:22.063Z","","","","","",""
"mystery ","DA18JYrYQD6q9MM2uFy4fG8uhxvsgbMig8fvsTGrpump","61","0.290000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004329","","","","","","","2026-07-11T21:22:23.054Z","","","","","",""
"LoomDog","GVh2VrbLdxJFrNz7Rn5QMmjK3ijC2MzPqRFhbyoLpump","61","2.575209875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-11T21:23:21.012Z","","","","","",""
"BCAT","7aL3X5CXhmnyBGUsCEyBaUQgcYG82mTMwaaAnHjVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27e-7","","","","","","2026-07-11T21:23:22.010Z",""
"BEEDOG","2aqBhwGhXw7P4Si82vzLEQ2rApuhcdcFk8hW3bxJpump","63","3.083247688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005806","","","","","","","2026-07-11T21:23:23.030Z","","","","","",""
"$S&P500","Ea1SBshP7BmuGm9fRVZLsd2dYQNYbEya5HUuRQPgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.228e-7","","","","","","2026-07-11T21:23:24.029Z",""
"pullupso","7Ui5w1wtnJCoSz2pmE3UXXaf4q9kvQjxCNDqfAyipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.415e-7","","","","","","2026-07-11T21:24:21.016Z",""
"bagworkr","ApTUCvzYkci91TYwRVwT2XGEWUzystqXecxg9m1Apump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-11T21:24:22.044Z","","","","","",""
"FIGHT","898VszF2Lg6ooEN2VLWrLFUVFXKY3Cm3hnryKc6Qpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.715e-7","","","","","","2026-07-11T21:24:23.032Z",""
"CPCR","B83z8jeaqwmuQZ6KxEpRawBB7XcMsPzWqa46k2Kupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.082e-7","","","","","","2026-07-11T21:24:24.018Z",""
"Sauce ","J1ErgS2LPB1qaMkz8taZa6GKqwyoQ7XhZcuazdLSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.801e-7","","","","","","2026-07-11T21:25:21.067Z",""
"FEBU","EDUBCWi7iesS586SbUBDAwAvswx3vFntW6XYoSkMpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001315","","","","","","2026-07-11T21:25:22.007Z",""
"$Var$","2jhUsuyb5zbHPw5xxd1CcuLP1sJB3GJgW2zSdhj7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001152","","","","","","2026-07-11T21:25:23.002Z",""
"RWA","4JXShiffqgbiQtLFLm79Kj8zH2ZoxUe4wJXJkUGppump","62","2.864197529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002232","","","","","","","2026-07-11T21:25:24.064Z","","","","","",""
